title,url,gender,description,top_notes,middle_notes,base_notes,main_accords,gender_ratings,seasonal_ratings,price_ratings,image_url,scrape_duration_seconds,volume
Sailing Day Maison Martin Margiela,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Sailing-Day-47891.html,unisex,""" Sailing Day. Place and time: Paros Island, 2001. Two bodies jump and dive towards infinity. They are thrilled with a shiver of adrenaline. Take your turn on an exhilarating aqua journey. Sailing Day is a refreshing and invigorating fragrance. The aquatic and aldehydes chords are a call of the sea. The force of the notes of coriander and absolute iris push the two bodies to jump towards the blue infinity.

Sailing Day is a refreshing and invigorating fragrance. The aquatic and aldehydes chords are a call of the sea. The force of the notes of coriander and absolute iris push the two bodies to jump towards the blue infinity."" - a note from the brand.","Aldehydes, Coriander, Red Pepper","Juniper, Iris, Amyl Salicylate, Rose","Seaweed, Ambergris, Cedar, Amberwood","{""marine"": 10.0, ""aromatic"": 8.6, ""aldehydic"": 6.0, ""aquatic"": 6.0, ""woody"": 5.7, ""fresh"": 5.4, ""amber"": 5.1, ""salty"": 5.0}","{""female"": 40, ""more_female"": 128, ""unisex"": 1105, ""more_male"": 417, ""male"": 95}","{""winter"": 4.56, ""spring"": 44.86, ""summer"": 100.0, ""fall"": 7.2, ""day"": 82.16, ""night"": 8.41}","{""way overpriced"": 126, ""overpriced"": 477, ""ok"": 639, ""good value"": 160, ""great value"": 24}",https://fimgs.net/mdimg/perfume-thumbs/375x500.47891.jpg,34.65,100
Sauvage Dior,https://www.fragrantica.com/perfume/Dior/Sauvage-31861.html,for men,"Dior launches its new fragrance Sauvage, with the name originating from the fragrance Eau Sauvage from 1966, although the two don’t belong to the same collection. Sauvage is inspired by wild, open spaces; blue sky that covers rocky landscapes, hot under the desert sun.

Dior in-house perfumer, François Demachy, signed this creation. The fragrance is announced as radically fresh, raw and noble at the same time. The composition is reportedly prevalent with carefully selected natural ingredients. Fresh top notes of Calabria bergamot encounter ambroxan, obtained from precious ambergris, and its woody trail.

Dior Sauvage comes out in September 2015, advertised by actor Johnny Depp. It is available as 60 and 100 ml Eau de Toilette.","Calabrian bergamot, Pepper","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, elemi","Ambroxan, Cedar, Labdanum","{""fresh spicy"": 10.0, ""amber"": 7.2, ""citrus"": 7.0, ""aromatic"": 6.3, ""musky"": 5.8, ""woody"": 5.4, ""lavender"": 4.6, ""herbal"": 4.6, ""warm spicy"": 4.5}","{""female"": 122, ""more_female"": 33, ""unisex"": 478, ""more_male"": 2202, ""male"": 10867}","{""winter"": 65.95, ""spring"": 100.0, ""summer"": 92.19, ""fall"": 92.39, ""day"": 99.65, ""night"": 89.47}","{""way overpriced"": 950, ""overpriced"": 3540, ""ok"": 6160, ""good value"": 1638, ""great value"": 346}",https://fimgs.net/mdimg/perfume/375x500.31861.jpg,37.27,50
Sauvage Eau de Parfum Dior,https://www.fragrantica.com/perfume/Dior/Sauvage-Eau-de-Parfum-48100.html,for men,"In 2018, Dior introduces the new edition of Dior Sauvage, originally launched in 2015, in an Eau de Parfum interpretation. Dior‘s in-house perfumer François Demachy imagines the Eau de Parfum as revealing new facets of Sauvage. The composition with oriental and vanilla facets is described as enveloping, suave, mysterious and sensual.

he composition keeps some of the notes from the original, like bergamot, Sichuan pepper, lavender and ambroxan and enriches them with spices and warm, oriental tones of star anise, nutmeg and papua vanilla.

The new ad campaign also features actor Johnny Depp as the face. The fragrance is available as a 60 and a 100 ml Eau de Parfum.",Bergamot,"Sichuan Pepper, Lavender, Star Anise, Nutmeg","Ambroxan, Vanilla","{""fresh spicy"": 10.0, ""citrus"": 8.2, ""amber"": 7.4, ""lavender"": 5.7, ""musky"": 5.6, ""aromatic"": 5.1, ""herbal"": 5.1, ""anis"": 5.0, ""soft spicy"": 4.9, ""floral"": 4.8}","{""female"": 42, ""more_female"": 13, ""unisex"": 187, ""more_male"": 1071, ""male"": 5769}","{""winter"": 91.39, ""spring"": 98.49, ""summer"": 80.84, ""fall"": 100.0, ""day"": 93.52, ""night"": 98.45}","{""way overpriced"": 395, ""overpriced"": 1855, ""ok"": 3475, ""good value"": 809, ""great value"": 154}",https://fimgs.net/mdimg/perfume/375x500.48100.jpg,31.96,200
Scandal Jean Paul Gaultier,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-45651.html,for women,"New pillar fragrance from Jean Paul Gaultier is launched in June 2017 in collaboration with PUIG and named SCANDAL.

Scandal is designed to break all clichés, offering something new and modern, and at the same time powerful and elegant. The key notes of the composition are blood orange, honey, patchouli and gardenia, which united share a creamy, earthy and balsamic gourmet effect, with warm, deep, woody undertones.

The bottle of the new fragrance SCANDAL is made of transparent glass while the stopper is designed in the sculptural form of female legs in a golden color.

This is the first fragrance of Jean Paul Gaultier launched with Puig company. The brand stated that they wanted to offer a different version of previous fragrances from the Jean Paul Gaultier collection respecting the well-known DNA of the brand and ""to stop the fever of limited editions."" The goal is to create something more spicy, festive, sexy and fun, from the bottle to the campaign.

The advertising campaign was created as a mix of sex and politics. “We decided to tell the life of ‘Madame La Ministre.’ She’s a government minister who goes partying at night in Paris’ Pigalle neighborhood and makes her way directly into the office for her day job. The advertising face is model Vanessa Axente, leaving a club in a form-fitting black number. In her waiting car, filled with friends, she’s literally cut out of the outfit as her car speeds through the streets of Paris toward the Élysée Palace, where she steps out elegantly in a tailored outfit to join colleagues,"" explains Jose Manuel Albesa, chief brand officer of Puig.

Scandal is available in 30 ml Eau de Parfum; 50ml Eau de Parfum and 80 ml Eau de Parfum. In addition to the Eau de Parfum, the collection also includes perfumed body care products: a Shower Gel of 200ml and a Body Lotion of 200ml.","Blood Orange, Mandarin Orange","Honey, Gardenia, Orange Blossom, Jasmine, Peach","Beeswax, Caramel, Patchouli, Licorice","{""honey"": 10.0, ""sweet"": 8.1, ""white floral"": 7.4, ""citrus"": 6.3, ""caramel"": 5.7, ""animalic"": 5.4, ""beeswax"": 5.3, ""patchouli"": 5.1, ""floral"": 4.8, ""woody"": 4.5}","{""female"": 2746, ""more_female"": 276, ""unisex"": 102, ""more_male"": 12, ""male"": 5}","{""winter"": 100.0, ""spring"": 37.91, ""summer"": 21.01, ""fall"": 91.72, ""day"": 58.4, ""night"": 97.96}","{""way overpriced"": 133, ""overpriced"": 600, ""ok"": 1623, ""good value"": 423, ""great value"": 75}",https://fimgs.net/mdimg/perfume/375x500.45651.jpg,36.78,50
Scandal Pour Homme Absolu Jean Paul Gaultier,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Pour-Homme-Absolu-91053.html,for men,"Noble materials and pronounced opulence, unlimited sensuality: Scandal Absolu, the absolute scandal. What is the scent of this intense “Scandal” perfume that warms up Jean Paul Gaultier’s nights? The latest rumors say that this “Scandal” is incredibly free, mysteriously charismatic and very undisciplined. It is even said that its woody scent is absolutely sensual and that you will never tire of it again...",Mirabelle,Chestnut,Sandalwood,"{""woody"": 10.0, ""fruity"": 9.8, ""warm spicy"": 8.6, ""nutty"": 7.7, ""balsamic"": 7.7, ""sweet"": 6.9, ""powdery"": 6.5, ""fresh"": 4.9, ""amber"": 4.9}","{""female"": 38, ""more_female"": 20, ""unisex"": 248, ""more_male"": 636, ""male"": 525}","{""winter"": 100.0, ""spring"": 48.47, ""summer"": 14.99, ""fall"": 90.98, ""day"": 42.28, ""night"": 90.31}","{""way overpriced"": 68, ""overpriced"": 332, ""ok"": 740, ""good value"": 178, ""great value"": 24}",https://fimgs.net/mdimg/perfume/375x500.91053.jpg,38.74,100
Scandal Pour Homme Jean Paul Gaultier,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Pour-Homme-68074.html,for men,"""Oh how you loved him, that boxer Jean Paul Gaultier!

A boxer can come out swinging but never throws in the towel even when he’s as pleased as punch. A boxer has the aura of a King. A boxer is so much more than his punches in the ring. Because a boxer - oh how scandalous can soothe the world in a second. This boxer, he’s all that, and more!

It’s at 325 rue Saint Martin, the Jean Paul HQ, that we find him today. In a huge hall, but this time, a ring instead of a catwalk.

So it’s as if surrounded by family that our boxer arrives: conquering and adored! Around him, the craziest, freest tribe you could ever imagine: Here, everyone can be what they want to be! Here, beauty is in the eye of the beholder. Here, life, but better. A mixing of styles, a mix of lifestyles, JPG always and forever at your service!

A clique, dressed in the most iconic looks of the House to celebrate yesterday, today, and especially tomorrow because “a beautiful piece of clothing is alive” as said by Mr. Gaultier himself. And of course, it’s a story of desire.

In the ring, the scandalous Imaan Hammam waits for the unbeatable Parker Van Noord. He, torrid dimples. Her, an incomparable punch and endless legs. The King of the Ring finds himself here with a challenge where he knows the ropes. If our Scandals reach KO - it’ll be a love match!

The fragrance: Quentin Bisch, Christophe Raynaud and Natalie Cetto took as their starting point a fragrance that would be a true reflection of everything that Jean Paul Gaultier is. A very modern woody oriental.

As the starting point they took a “knock-out” freshness, sage and the full-fruit mandarin, pulp and seeds included. That’s the head. Next, they brought in an uppercut “contact” with an overdose of totally addictive tonka bean, to create a truly delectable skin note. That’s the heart. Finally, they summoned into the ring a sensual vetiver to introduce the vibrant force of freshly cut wood. That’s the base. In all these points of delicious tension, a fragrance that boxes in all categories.

The bottle:  Almost a self-portrait, it says so much about our boxer. Luxurious, a significant weight in the hand, imposing, clear, and like a boxing ring, not square. It’s the deciding scene where anything could happen… and the matches will go on for several rounds because, of course… it’s refillable! The lid is our champion’s crown, and there is nothing traditional about this king: who has the cheeky excess of a Freddie Mercury. Un-pining this bottle every morning is quite tempting. Perfect to hold, like a talisman. He’s got some luck this King of the Ring! The case: A box for boxing. Red velvet, but you could say crimson, bordeaux, ruby, garnet. Red is the thrust and speaks to lust. Just stroking it sends you crazy. The hand is placed above, for full, immediate contact. Live and direct to the senses. The crown is engraved, like a seal of victory, a most royal hook. This box tells a story.

Directed by Jonas Lindstroem. Casting: Imaan Hammam & Parker Van Noord. Rossy De Palma, Raya Martigny, Dustin Muchuvitz, Nicola Lecourt Mansion, Mounia Nassangar, Naomi Janumala, Nina Marker, Anna Cleveland, Kim Dohyun, Lizette Pinto e Melo, Marjan Jonkman, Nicolas Huchard, Vladimir McCrary, Sid Oudainia, Alexis Chaparro, Mehdi Douache, Lorenzo Sutto, Vetle Majambere, Chun Soot, Jean-Paul Roy.

SCANDAL POUR HOMME is available as a 50ml, 100ml, and 150ml Eau de Toilette, and in refill flacons in the size of 200ml. The collection offers body care products as well: 150ml deodorant spray, deo stick, and 150ml all-over shower gel.","Mandarin Orange, Clary Sage","Caramel, Tonka Bean",Vetiver,"{""caramel"": 10.0, ""aromatic"": 8.3, ""sweet"": 7.9, ""citrus"": 6.5, ""vanilla"": 6.1, ""amber"": 5.2, ""soft spicy"": 4.6, ""woody"": 4.6}","{""female"": 70, ""more_female"": 51, ""unisex"": 1006, ""more_male"": 1995, ""male"": 1336}","{""winter"": 100.0, ""spring"": 52.31, ""summer"": 22.04, ""fall"": 91.72, ""day"": 48.46, ""night"": 92.71}","{""way overpriced"": 112, ""overpriced"": 670, ""ok"": 2224, ""good value"": 884, ""great value"": 143}",https://fimgs.net/mdimg/perfume/375x500.68074.jpg,32.44,200
Shalimar Eau de Parfum Guerlain,https://www.fragrantica.com/perfume/Guerlain/Shalimar-Eau-de-Parfum-53.html,for women,"Shalimar was created by Jacques Guerlain in 1925, as a tribute to the legendary love story between Emperor SHAHJAHAN and his wife Mumtaz Mahal. Before he became emperor his name was Prince Khurram. According to the legend, twenty- year-old Prince Khurram met a young girl, named Arjumand Banu at the bazaar where her family worked. Mesmerized by her beauty, after becoming emperor, he made her his wife as Mumtaz Mahal, meaning the ""Jewel of the Palace"". After the wedding, the prince and Mumtaz were inseparable, in war and in peace. She had given 13 children to Shahjahan and died during the birth of their 14th child at the age of 39. Her death devastated Shah Jahan and had built Taj Mahal in memory of his wife and their undying love. Shalimar is named after ‘The Gardens of Shalimar’.It was Mumtaz’s favorite garden. Shalimar is one of the best selling perfumes ever and its magic is undeniable. Perfume is composed of citrus notes; lemon and bergamot, jasmine, may rose, opoponax, Tonka bean, vanilla, iris, Peru balsam and gray amber. The coolness of the citrus notes lead to a floral heart ending with a warm and luxurious trail.","Citruses, Bergamot, Lemon, Cedar, Mandarin Orange","Iris, Patchouli, Vetiver, Jasmine, Rose","Vanilla, Incense, Leather, Opoponax, Civet, Sandalwood, Tonka Bean, Musk","{""citrus"": 10.0, ""amber"": 9.8, ""woody"": 8.6, ""vanilla"": 8.2, ""balsamic"": 7.9, ""powdery"": 7.9, ""smoky"": 7.4, ""leather"": 6.6, ""animalic"": 6.4, ""warm spicy"": 6.3}","{""female"": 1155, ""more_female"": 644, ""unisex"": 929, ""more_male"": 53, ""male"": 35}","{""winter"": 92.88, ""spring"": 28.97, ""summer"": 24.41, ""fall"": 84.54, ""day"": 51.03, ""night"": 100.0}","{""way overpriced"": 115, ""overpriced"": 301, ""ok"": 1324, ""good value"": 434, ""great value"": 179}",https://fimgs.net/mdimg/perfume-thumbs/375x500.53.jpg,39.64,100
Signature Montblanc,https://www.fragrantica.com/perfume/Montblanc/Signature-60962.html,for women,"Montblanc's new women's perfume is called Montblanc Signature, announced as an oriental-floral and musky fragrance intended for unforgettable women, ""authors of their own story."" The face of the campaign is Diane Ducret, a French-Belgian writer.

Signature plays with contrasts of opulent and sensual vanilla and the ""clean"" facets of white musk. Fresh fruity notes of clementine at the top are combined with a floral heart of magnolia and ylang-ylang. The composition are composed by perfumers Guillaume Flavigny and Natalie Gracia-Cetto.

""With this appeal and elegance, I wanted to infuse more light, more breath and transparency"", explains Natalie Gracia-Cetto.

Top notes: clementine Heart: magnolia, peony, ylang-ylang Base: benzoin, white musk, vanilla

The opalescent bottle of perfume, the white lacquering on the inside, is a tribute to the iconic inkwell, part of Montblanc's heritage. It was designed by Montblanc's own Mark Eisen. The gold details are borrowed from the Meisterstück writing instrument.

Montblanc Signature is available as a 30, 50 and 90 ml Eau de Parfum.",Clementine,"Magnolia, Ylang-Ylang, Peony","Vanilla, White Musk, Benzoin","{""vanilla"": 10.0, ""floral"": 8.6, ""citrus"": 8.3, ""musky"": 8.0, ""sweet"": 7.8, ""powdery"": 7.4, ""yellow floral"": 5.8, ""amber"": 4.9}","{""female"": 2380, ""more_female"": 374, ""unisex"": 128, ""more_male"": 8, ""male"": 7}","{""winter"": 68.86, ""spring"": 91.48, ""summer"": 67.68, ""fall"": 81.22, ""day"": 100.0, ""night"": 41.93}","{""way overpriced"": 53, ""overpriced"": 240, ""ok"": 1023, ""good value"": 1181, ""great value"": 295}",https://fimgs.net/mdimg/perfume/375x500.60962.jpg,35.64,100
Silver Mountain Water Creed,https://www.fragrantica.com/perfume/Creed/Silver-Mountain-Water-472.html,unisex,"Silver Mountain Water by Creed is an Aromatic fragrance for men. Inspired by Olivier Creed's fondness for skiing, Silver Mountain Water was designed to evoke the sparkling high-mountain streams of water in the Swiss Alps.

The white bottle capped with a silver cap resembles a snow-topped mountain with a glistening silver stream.

The fragrance opens with bergamot and mandarin, followed by a heart featuring green tea and black currant. The base is composed of Galbanum, musk, sandalwood and petit grain.","Bergamot, Mandarin Orange","Green Tea, Black Currant","Musk, Petitgrain, Sandalwood, Galbanum","{""citrus"": 10.0, ""green"": 9.7, ""fruity"": 7.5, ""musky"": 7.0, ""woody"": 6.9, ""aromatic"": 6.6, ""powdery"": 6.4, ""fresh spicy"": 6.1, ""fresh"": 4.6, ""floral"": 4.5}","{""female"": 72, ""more_female"": 112, ""unisex"": 1658, ""more_male"": 1052, ""male"": 538}","{""winter"": 21.43, ""spring"": 97.75, ""summer"": 95.98, ""fall"": 34.8, ""day"": 100.0, ""night"": 26.63}","{""way overpriced"": 1354, ""overpriced"": 1033, ""ok"": 536, ""good value"": 85, ""great value"": 63}",https://fimgs.net/mdimg/perfume/375x500.472.jpg,37.81,50
Si Giorgio Armani,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-18453.html,for women,"According to Women's Wear Daily: ""Australian actress Cate Blanchett has been confirmed as the new face of Giorgio Armani Parfums, a division of L’Oréal Luxe. Blanchett, who is rehearsing for a play with Isabelle Huppert at the Sydney Theatre Company, will be the face of an advertising campaign for a new eau de parfum called 'Sí' that will hit shelves at the end of the summer. The confirmation comes after weeks of unsubstantiated buzz following press reports about a fragrance collaboration between the actress and Giorgio Armani, who have a long-standing professional relationship. Blanchett has often worn Armani creations on the red carpet and openly expressed admiration of him.""",Cassis,"May Rose, Freesia","Vanilla, Patchouli, Ambroxan","{""woody"": 10.0, ""vanilla"": 9.3, ""aromatic"": 8.2, ""soft spicy"": 8.1, ""fruity"": 7.5, ""green"": 7.4, ""floral"": 7.0, ""patchouli"": 6.9, ""rose"": 6.9, ""earthy"": 6.3}","{""female"": 3650, ""more_female"": 522, ""unisex"": 156, ""more_male"": 13, ""male"": 16}","{""winter"": 85.27, ""spring"": 56.19, ""summer"": 30.37, ""fall"": 100.0, ""day"": 90.45, ""night"": 76.78}","{""way overpriced"": 197, ""overpriced"": 827, ""ok"": 2210, ""good value"": 609, ""great value"": 91}",https://fimgs.net/mdimg/perfume/375x500.18453.jpg,32.14,100
Smoking Hot By Kilian,https://www.fragrantica.com/perfume/By-Kilian/Smoking-Hot-84413.html,unisex,"KILIAN launches the latest addition to its Smokes Collection called Smoking Hot in late September 2023. The fragrance offers a fusion of sweetness and smokiness, reminiscent of delectable caramel.

With a contemporary take on the smoky essence, this creation not only redefines the genre for modern sensibilities but also encapsulates an element of scorching allure. The heart of the fragrance is steeped in the lusciousness of caramel, blending the robust depth of Kentucky tobacco absolute and apple shisha. The bold undertones of Bourbon vanilla further contribute to the untamed and opulent nature of this olfactory composition.

The scent opens with apples, and the warm cinnamon bark essence is added to the mellow apple hookah. Then, slowly over time, smoked Kentucky tobacco absolute emerges. A rich tobacco absolute blends with oak moss, followed by Bourbon vanilla with balsamic notes. Orkanox is added to Bourbon Vanilla, also known as Pure Jungle Essence, to express its powerful and sensual charm with a scent.

The exquisite ""Smoking Hot"" is elegantly presented as a 50ml Eau de Parfum, encapsulating the essence of this alluring fusion within its meticulously crafted formulation.","Apple, Smoke, Cinnamon","Tobacco, Vanilla, Moss","Bourbon Vanilla, Licorice, Orcanox™, Iso E Super, Clary Sage","{""tobacco"": 10.0, ""fruity"": 9.6, ""smoky"": 8.9, ""cinnamon"": 8.8, ""vanilla"": 8.2, ""sweet"": 8.1, ""warm spicy"": 7.6, ""fresh"": 6.7, ""green"": 5.9, ""woody"": 5.3}","{""female"": 38, ""more_female"": 56, ""unisex"": 529, ""more_male"": 415, ""male"": 202}","{""winter"": 100.0, ""spring"": 26.38, ""summer"": 12.11, ""fall"": 94.69, ""day"": 30.02, ""night"": 90.94}","{""way overpriced"": 276, ""overpriced"": 421, ""ok"": 285, ""good value"": 53, ""great value"": 25}",https://fimgs.net/mdimg/perfume-thumbs/375x500.84413.jpg,37.63,50
Soleil Blanc Tom Ford,https://www.fragrantica.com/perfume/Tom-Ford/Soleil-Blanc-34893.html,unisex,"Tom Ford Soleil Blanc is unexpected, sultry and addictive solar floral scent. It evokes emote private islands where summer lasts all year. Tom Ford’s latest private blend creation unapologetically exudes the endless pursuit of sun and luxury that defines Tom Ford Soleil.

The top note of the unisex fragrance combines spicy notes of cardamom and pink pepper with a hint of pistachio and bergamot. Flowery sensuality of ylang ylang, Egyptian jasmine and tuberose are placed in the heart of the fragrance for carnal intensity. Benzoin a herbal substance contained in oil of bitter almonds, amber, tonka bean and coconut milk form the luxurious base.

Available as 50, 100 and 250 ml Eau de Parfum.","Pistachio, Bergamot, Cardamom, Pink Pepper","Tuberose, Ylang-Ylang, Jasmine","Coconut, Amber, Tonka Bean, Benzoin","{""white floral"": 10.0, ""coconut"": 9.6, ""sweet"": 8.9, ""tuberose"": 7.8, ""amber"": 7.7, ""yellow floral"": 7.4, ""vanilla"": 6.9, ""woody"": 6.4, ""warm spicy"": 6.3, ""citrus"": 5.5}","{""female"": 1050, ""more_female"": 849, ""unisex"": 959, ""more_male"": 74, ""male"": 46}","{""winter"": 11.7, ""spring"": 46.08, ""summer"": 100.0, ""fall"": 18.87, ""day"": 87.44, ""night"": 25.15}","{""way overpriced"": 901, ""overpriced"": 1036, ""ok"": 539, ""good value"": 78, ""great value"": 40}",https://fimgs.net/mdimg/perfume-thumbs/375x500.34893.jpg,41.41,50
Spicebomb Viktor&Rolf,https://www.fragrantica.com/perfume/Viktor-Rolf/Spicebomb-13857.html,for men,"Viktor & Rolf present the male equivalent of the famous Flowerbomb fragrance (2005) and the second men's fragrance after Antidote (2006) under the name of Spicebomb. The designer duo wanted to give men the fragrance that is Flowerbomb to women, bearing in mind that spices are for masculine scents what flower notes are for feminine.

Spicebomb comes out in January 2012 as an explosive and extrovert oriental - woody and spicy composition. Perfumer Olivier Polge blended spices with sensual undertones; creating two diametrically opposed fragrant accords: 1. the addictive and fiery one and 2. the explosive and icy one. The fiery accord contains notes of chili, saffron, leather, tobacco and vetiver. The explosive one includes bergamot, grapefruit, elemi and pink pepper.

Fabien Baron designed the bottle so it looks like a hand grenade, which “triggers” with the designer’s logo. The face of the campaign is a model Sean O'Pry, photographed by Inez van Lamsweerde and Vinoodh Matadin.

The fragrance is available as 50 and 90 ml Eau de Toilette with 200 ml shower gel and 100 ml after shave balm.","Pink Pepper, elemi, Bergamot, Grapefruit","Cinnamon, Paprika, Saffron","Tobacco, Leather, Vetiver","{""warm spicy"": 10.0, ""cinnamon"": 8.0, ""tobacco"": 7.0, ""sweet"": 5.7, ""soft spicy"": 5.7, ""leather"": 5.6, ""aromatic"": 5.4, ""citrus"": 5.1}","{""female"": 39, ""more_female"": 17, ""unisex"": 522, ""more_male"": 1214, ""male"": 2498}","{""winter"": 100.0, ""spring"": 32.43, ""summer"": 13.14, ""fall"": 89.96, ""day"": 51.2, ""night"": 90.32}","{""way overpriced"": 114, ""overpriced"": 497, ""ok"": 2154, ""good value"": 922, ""great value"": 172}",https://fimgs.net/mdimg/perfume/375x500.13857.jpg,34.81,200
Sunrise On The Red Sand Dunes Zara,https://www.fragrantica.com/perfume/Zara/Sunrise-On-The-Red-Sand-Dunes-79102.html,for men,Mylene Alran presents a citric fragrance that is like a glimpse into a world of infinite horizons. Fragrance pyramid reveals notes of bergamot and ginger over a halo of mandarin. The base reveals amber notes wrapped in orange blossom and cassis.,"Bergamot, Ginger","Mandarin Orange, Orange Blossom, Cassis","Musk, Amber","{""citrus"": 10.0, ""fresh spicy"": 6.1, ""white floral"": 4.9, ""fruity"": 4.7, ""aromatic"": 4.6, ""fresh"": 4.6}","{""female"": 36, ""more_female"": 40, ""unisex"": 823, ""more_male"": 781, ""male"": 226}","{""winter"": 9.5, ""spring"": 86.62, ""summer"": 100.0, ""fall"": 29.15, ""day"": 90.86, ""night"": 22.28}","{""way overpriced"": 38, ""overpriced"": 19, ""ok"": 133, ""good value"": 621, ""great value"": 1007}",https://fimgs.net/mdimg/perfume-thumbs/375x500.79102.jpg,39.74,50
Sweet Tooth Sabrina Carpenter,https://www.fragrantica.com/perfume/Sabrina-Carpenter/Sweet-Tooth-76824.html,for women,"Carpenter's first leading role was in the 2019 movie The Short History of the Long Road , which premiered at The Tribeca Film Festival, while her roles also include Girl Meets World and The Hate U Give . She recently signed to Island Records, where she released new singles' Skin', 'Skinny Dipping,' and 'Fast Times,' with a studio album set to get out in 2022. In addition to her growing list of acting and music credits, she was selected for Forbes' prestigious ""30 Under 30"" list in 2022.

""We are excited to launch Sabrina Carpenter's first fragrance to the market, furthering our commitment to bring consumers worldwide the most culturally relevant fragrances,"" said Steve Mormoris, founder and CEO of Scent Beauty, the company that will launch the celebrity's new scent. This company is also responsible for From Above by Dolly Parton and Loved by Lauren Conrad.

The gourmand fragrance is made to evoke the irresistible joy of a candy shop, filled with creamy chocolate, pops of color, swirls, and sweets, as evidenced by the promotional images. ""Sweet innocence meets seduction in an exploration of scent"" is how the brand promotes it.

""Creating my own fragrance has always been a dream,"" said the American pop star.

""Everyone knows that I have a serious sweet tooth, which was the inspiration for the scent. It's sweet yet sophisticated, with notes of ginger, marshmallow, coconut milk, sugared musks, and Chantilly cream. I can't wait to share this fragrance with my fans.""

Top: Sparkling Bergamot, Candied Ginger, Chocolate Marshmallow Middle: Jasmine Petals, Coconut Milk, Madagascar Vanilla Bottom: Cashmere Wood, Chantilly Cream, Sugared Musks

A full-size Eau de Parfum will launch in September 2022 in the shape of a bar of pink chocolate. Sweet and petite, the bottle is modeled from the shape of a chocolate bar but reinvented in faceted glass with tones of pink and rose gold. The bottle sparkles with delight and becomes an art piece for all to unwrap and experience","Marshamallow, Chocolate, Candied Ginger, Bergamot","Madagascar Vanilla, Coconut Milk, Jasmine","Whipped Cream, Sugar, Musk, Cashmere Wood","{""sweet"": 10.0, ""vanilla"": 7.3, ""powdery"": 5.3}","{""female"": 1444, ""more_female"": 192, ""unisex"": 49, ""more_male"": 3, ""male"": 5}","{""winter"": 90.72, ""spring"": 64.8, ""summer"": 44.33, ""fall"": 79.45, ""day"": 100.0, ""night"": 42.25}","{""way overpriced"": 28, ""overpriced"": 64, ""ok"": 348, ""good value"": 789, ""great value"": 521}",https://fimgs.net/mdimg/perfume/375x500.76824.jpg,33.63,100
Teriaq Intense Lattafa Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Teriaq-Intense-99586.html,unisex,"Teriaq Intense by Lattafa is a fragrance that dares to be unapologetically unique. Created by master perfumer Quentin Bisch, it offers a raw intensity through a blend of luxurious notes.

Top Notes: Bergamot, Saffron Middle Notes: Plum Liquor, Cinnamon Base Notes: Tonka Bean, Amber, Benzoin","Saffron, Bergamot","Plum Liquor, Cinnamon","Amber, Tonka Bean, Benzoin","{""amber"": 10.0, ""warm spicy"": 9.8, ""cinnamon"": 6.6, ""vanilla"": 5.7}","{""female"": 103, ""more_female"": 135, ""unisex"": 469, ""more_male"": 94, ""male"": 44}","{""winter"": 100.0, ""spring"": 43.68, ""summer"": 16.74, ""fall"": 91.78, ""day"": 46.73, ""night"": 88.13}","{""way overpriced"": 13, ""overpriced"": 14, ""ok"": 103, ""good value"": 317, ""great value"": 312}",https://fimgs.net/mdimg/perfume-thumbs/375x500.99586.jpg,35.15,50
Terre d'Hermès Hermès,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-17.html,for men,"Terre d’Hermès: conceived in 2006 by Jean-Claude Ellena, Terre d’Hermès is a metaphor for materials, a matrix that speaks of territory as well as matter, earth, and roots.This vertically structured scent is based on an alchemy of wood, the scent first introduces the gaity of orange, the bitterness of grapefruit and the vivacity of pepper and of fresh spices. This “vegetality” flirts with the mineral effect of flint and the coarseness of vetiver. Dominated by cedar, the fragrance goes deeper with the sweetness of resins and the impalpable voluptuousness of benzoin.","Orange, Grapefruit","Pepper, Pelargonium, Flint","Vetiver, Cedar, Patchouli, Benzoin","{""citrus"": 10.0, ""woody"": 9.2, ""fresh spicy"": 7.9, ""aromatic"": 7.7, ""earthy"": 6.1, ""warm spicy"": 5.5}","{""female"": 76, ""more_female"": 27, ""unisex"": 824, ""more_male"": 2028, ""male"": 6107}","{""winter"": 50.52, ""spring"": 91.95, ""summer"": 70.64, ""fall"": 91.34, ""day"": 100.0, ""night"": 54.56}","{""way overpriced"": 305, ""overpriced"": 1256, ""ok"": 4515, ""good value"": 1624, ""great value"": 356}",https://fimgs.net/mdimg/perfume-thumbs/375x500.17.jpg,40.65,200
